wid,weibo_link,content,img_urls,origin_img_urls,is_origin,location,publish_time,publish_tool,like_num,forward_num,comment_num
N3qInoch1,https://weibo.cn/comment/N3qInoch1?uid=2014433131&rl=0#cmtfrm,传政策容易，兑现政策难。借一个梗描述：这玩意儿就像许愿池，你可以往里头扔钱，但未必如愿。  ,,无,True,无,2023-06-02 13:33,微博网页版,2739,36,141
N3pyLluHd,https://weibo.cn/comment/N3pyLluHd?uid=2014433131&rl=0#cmtfrm,边缘侧最终还是被市场认可了，这种逻辑推演，A股很排斥，是因为会分流资金。但你在A股话语权再大，你挡不住高通博通他出来讲嘛。你骂我SB乱讲可以，您能捂高通博通的嘴？边缘侧、AIOT、serdes，MR的工业向，这些东西，最终都是会来的，这不是我看不看的问题，是技术必然演进到这的问题。  ,,无,True,无,2023-06-02 10:36,微博网页版,2683,83,171
N3puEiK3k,https://weibo.cn/comment/N3puEiK3k?uid=2014433131&rl=0#cmtfrm,早上说过了，环比基本回正，补库也通畅了。看着像是机构回补仓位，新能车或许还会博弈一下政策，但增速可以的，这里基本是底部了。要弹性还是去AI，这块没啥弹性，只适合配置。  ,,无,True,无,2023-06-02 10:26,微博网页版,2182,18,68
N3oAGAk4U,https://weibo.cn/comment/N3oAGAk4U?uid=2014433131&rl=0#cmtfrm,中丐昨晚反馈普遍还可以，除了监管方面关于审计问题的表述外，调整也相当充分了，纳斯达克中国金龙指数，已经连续下跌四个月。无独有偶，港股也进入了一个下跌抵抗较强的区间。这两个市场，多少都会有汇率波动的投射，其实汇率的问题，聊过很多次了。首先一定要基于顺差来看待汇率，在强顺差的背景下...全文 ,,无,True,无,2023-06-02 08:08,微博网页版,3309,129,233
N3hTG55t7,https://weibo.cn/comment/N3hTG55t7?uid=2014433131&rl=0#cmtfrm,"转发理由:中午收盘有毛两个多点浮盈，收盘一半都不到，下午还不如不开盘。 招商策略会把锅背走  
原始用户: 唐史主任司马迁
转发内容: 今天量还行，整体赚钱效应也不错。汇率和港股也稳了一下。要不就这么着收盘吧，大家都回家陪娃去  ",无,,False,无,2023-06-01 15:06,iPhone 14 Pro Max,2349,14,276
N3gvbbVoG,https://weibo.cn/comment/N3gvbbVoG?uid=2014433131&rl=0#cmtfrm,今天量还行，整体赚钱效应也不错。汇率和港股也稳了一下。要不就这么着收盘吧，大家都回家陪娃去  ,,无,True,无,2023-06-01 11:33,微博网页版,2948,24,340
N3fblieXJ,https://weibo.cn/comment/N3fblieXJ?uid=2014433131&rl=0#cmtfrm,今天是六月第一天，但同时今天也是招商策略会。背锅侠已经到位了，可以轻装上阵了，反正跌了有人背锅。马斯克在北京一天，见了外交部、工信部、商务部外加贸促会四个部门，白灯团队是不是看着要眼红。tsl股价这几天也是涨的，马斯克也因此重登全球首富。从行程上看，今天是在上海。市场预期是上海工...全文 [组图共2张] 原图 ,http://ww2.sinaimg.cn/large/7811cf6bly1heiehtcj14j20t20ua7oo.jpg http://ww3.sinaimg.cn/large/7811cf6bly1heieiixyd9j20t70u0wyu.jpg,无,True,无,2023-06-01 08:11,微博网页版,4016,183,350
N39JgyoGc,https://weibo.cn/comment/N39JgyoGc?uid=2014433131&rl=0#cmtfrm,"转发理由:天府之国千里沃野搞成这样，对得起李冰吗？  
原始用户: 凤凰网视频
转发内容: 【#官方通报成都一广场移栽已抽穗玉米秆#：纪检部门已开展调查，将依规处理】近日，网曝四川成都一广场搞退园还耕，种近一人高已抽穗的玉米秆。网友质疑：这能移栽成活？是应付检查的面子工程吗？31日，怡心街道通报称，草坪社区整治地块时移栽已抽穗玉米，接到反映后，街道工作人员到场制止，并指导社...全文 ",无,,False,无,2023-05-31 18:18,微博网页版,1984,163,331
N38oAFqyl,https://weibo.cn/comment/N38oAFqyl?uid=2014433131&rl=0#cmtfrm,五月的最后几天，友好了点。格局的算力回血了点，存储、封测对净值修复贡献也还行。汽车还是卷，小票能弄点钱，大票难。4-5月两次A杀的坑基本填完了，拜托6月大A不要再A我了。  ,,无,True,无,2023-05-31 14:55,微博网页版,3043,43,347
N37goAC7B,https://weibo.cn/comment/N37goAC7B?uid=2014433131&rl=0#cmtfrm,因为马上要到6月了，交流下来，多多少少都会聊到怎么看待复苏的问题。包括今天的PMI数据，中小企业还是差。这也直观体现在创业板指数上。常年在市场跌打滚爬的，都清楚，越是这种差的时候，会出一些稳预期，稳信心的因子。预期扭转往往不是单一因素，而是多因子共同作用。所以，预判很难，但可以跟踪...全文 ,,无,True,无,2023-05-31 12:02,微博网页版,3412,111,245
N35KJB7wA,https://weibo.cn/comment/N35KJB7wA?uid=2014433131&rl=0#cmtfrm,周二交易量比周一勉强增加了100亿，但大多数集中在AI方向上，且AI的大票开始上涨，所以今天要持续关注量的变化。如果量不够，不足以支撑昨天的趋势，那么则可能内部分化。看好是看好，但看好不意味着会集体快速上涨。从目前的上涨结构来看，有确定性的，不管是合作方确定性的传导（比如英伟达、AMD）...全文 ,,无,True,无,2023-05-31 08:11,微博网页版,3520,142,280
N2XwJ03bm,https://weibo.cn/comment/N2XwJ03bm?uid=2014433131&rl=0#cmtfrm,每天上午临近收盘时，总来引导一下情绪，不是砸一下就是拉一下，扩大午盘博弈。试问这是啥量化公司的新招吗？咱能不能尊重一下传统，把这个博弈留在神奇的两点半玩。总上午临收盘完，午饭都吃不好，你这不是割人钱，是割人胃啊！  ,,无,True,无,2023-05-30 11:14,微博网页版,3792,44,395
N2XpdBYEO,https://weibo.cn/comment/N2XpdBYEO?uid=2014433131&rl=0#cmtfrm,这。。。看看怕啥的  [组图共2张] 原图 ,http://ww3.sinaimg.cn/large/7811cf6bly1heg80wrzsoj20cv07tju7.jpg http://ww3.sinaimg.cn/large/7811cf6bly1heg814klvxj216v0cdq97.jpg,无,True,无,2023-05-30 10:56,微博网页版,2072,24,176
N2WkV1J2b,https://weibo.cn/comment/N2WkV1J2b?uid=2014433131&rl=0#cmtfrm,"转发理由:补充一下：英伟达影射如果卷了，不妨看看AMD，没那么卷  
原始用户: 唐史主任司马迁
转发内容: 昨晚一两点通信研究员还在发光模块的分析，各家抠的数据也不大一样，有点通信基本功大考的意思。反正我是把各家的段子都存下来了，等将来拆机了一比对，就知道哪家说真话了。就光模块而言，我个人最大的疑问是：炒了这么久光模块，好像不需要光芯片一样，好像高端光模块的光芯片，都是天上掉下来的。...全文 ",无,,False,无,2023-05-30 08:13,微博网页版,1695,38,83
N2WjoauCH,https://weibo.cn/comment/N2WjoauCH?uid=2014433131&rl=0#cmtfrm,昨晚一两点通信研究员还在发光模块的分析，各家抠的数据也不大一样，有点通信基本功大考的意思。反正我是把各家的段子都存下来了，等将来拆机了一比对，就知道哪家说真话了。就光模块而言，我个人最大的疑问是：炒了这么久光模块，好像不需要光芯片一样，好像高端光模块的光芯片，都是天上掉下来的。...全文 ,,无,True,无,2023-05-30 08:09,微博网页版,3285,189,280
N2RShxvpy,https://weibo.cn/comment/N2RShxvpy?uid=2014433131&rl=0#cmtfrm,通信分析师麻溜加班，把GH200的工程图给解构清楚，然后定量分析一下。收盘到现在这么久了，一堆文科生在那写小作文，传好几个版本，烦。不外乎是回答两个问题：1、一个GH200需要多少800G光模块，需要多少内存。2、一个GH200等效算力的A100需要多少个800G光模块（或400G的，折算成价值量也行），以...全文 ,,无,True,无,2023-05-29 20:51,微博网页版,2390,42,164
N2Qthk28j,https://weibo.cn/comment/N2Qthk28j?uid=2014433131&rl=0#cmtfrm,当需求下降，且遇到产能扩张，那么内卷就不会停留在价格竞争，可能会拓展到揭底式竞争，把行业的底裤给扒掉。比如最近的汽车，今天的投影（这个比汽车市场小很多）。后面竞争还可能恶化到互害式竞争。回过头来看，2021年的时候，没有被出口顺畅冲昏头脑，摁住了扩产，很大程度降低了今天出清的痛苦程...全文 ,,无,True,无,2023-05-29 17:17,微博网页版,2622,75,163
N2O3y7en3,https://weibo.cn/comment/N2O3y7en3?uid=2014433131&rl=0#cmtfrm,虽然赚钱效应今天可以，但要买不对，亏钱效应也很强，有些票走势太恶劣了。核心还是交易量不够，一博弈，能抱住团的就没事。抱不住的，没利空也走成利空走势。这个位置就是磨时间成本，短线高位博弈的同时，低位筑底的现象也很明显。  ,,无,True,无,2023-05-29 11:08,微博网页版,2994,24,268
N2Iftq6zc,https://weibo.cn/comment/N2Iftq6zc?uid=2014433131&rl=0#cmtfrm,这周末消息面的东西比价多，先捋一下。首先外围报道美债的框架基本完成了，但还需要在时限内突破各方阻力落地。对全球流动性的压制因素告一段落。接下来看是否继续加息。这事谁都知道就是演双簧戏，哎哟哟，我阿米瑞卡为了全球经济的好处，决定多印点钱。美元霸权现在还在，他还可以这么干，短期没问...全文 ,,无,True,无,2023-05-28 20:21,微博网页版,6302,308,444
N2GMgea2r,https://weibo.cn/comment/N2GMgea2r?uid=2014433131&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 工信微报
转发内容: 【转存见证！#国产大飞机C919穿过水门#】刚刚，C919大型客机顺利抵达北京首都国际机场，穿过象征民航最高礼仪的“水门”。#C919商业首航成功#，为国产大飞机点赞！ 人民日报的微博视频  ",无,,False,无,2023-05-28 16:36,iPhone 14 Pro Max,21,0,0
N2zRm2mSS,https://weibo.cn/comment/N2zRm2mSS?uid=2014433131&rl=0#cmtfrm,花总的片子都看完了，意犹未尽，尤其最后一集，剪太短了（缅甸篇怀疑他能拖到后年）。其实出镜的人物里，有一个是老王的合伙人（我记不得名字了），他不露脸，但性格也相当饱满。小屁孩去借钱，并没有表达清楚对项目的展望，也表达不清楚如何向投资人回报。只是展示了自己的情怀，展示了自己的真诚...全文 ,,无,True,无,2023-05-27 22:59,微博网页版,3588,92,219
N2zzMzAJP,https://weibo.cn/comment/N2zzMzAJP?uid=2014433131&rl=0#cmtfrm,"转发理由:评论区反馈+私发的，总结下来，30M+以上的回撤控制得好些，不少50M的今年上了台阶。不管你的小目标是啥，达成了告诉我一声，我还是很高兴的。有人悟道了，有人是突破瓶颈了，有些人是上台阶了，真心为大家高兴。 我提醒下进化成镰刀的，不要盯着还在坑里挣扎的韭菜，看看这投票，大家都不容易  
原始用户: 唐史主任司马迁
转发内容: 马上半年就过去了，咱投个票，看看上半年收益率是多少。咱投认真点，好互相有个参照。画个圈圈吧：乱投的人吃20厘米跌停板。 从2023.1.1至今，您的收益率是多少？  ",无,,False,无,2023-05-27 22:16,微博网页版,1404,11,172
N2uYepHLB,https://weibo.cn/comment/N2uYepHLB?uid=2014433131&rl=0#cmtfrm,马上半年就过去了，咱投个票，看看上半年收益率是多少。咱投认真点，好互相有个参照。画个圈圈吧：乱投的人吃20厘米跌停板。 从2023.1.1至今，您的收益率是多少？  已,,无,True,无,2023-05-27 10:33,微博网页版,32689,123,506
N2ultcHdD,https://weibo.cn/comment/N2ultcHdD?uid=2014433131&rl=0#cmtfrm,关于AI发展会加速半导体周期到来，后续会加速万物互联接入进度，并且促进消费电子升级。从趋势上看，是必然会实现的。算力不管是训练还是推理，都是指数级增长。而语料数据吃完之后，实时的数据，基于AIOT产生的数据，才是AI的进一步数据来源。通俗地讲，硅基生命长身体要吃硅，长脑子要吃数据。人...全文 ,,无,True,无,2023-05-27 08:57,微博网页版,3144,188,237
N2qmBApMd,https://weibo.cn/comment/N2qmBApMd?uid=2014433131&rl=0#cmtfrm,美股开始认真炒算力了，要不把咱们富裕的分析师派去指导指导，咱们也可以少点内卷  ,,无,True,无,2023-05-26 22:49,iPhone 14 Pro Max,2676,26,174
N2mfRgVQc,https://weibo.cn/comment/N2mfRgVQc?uid=2014433131&rl=0#cmtfrm,汽车厂打打架没啥的，现在又不是地方保护主义横行的时候，传媒传播也快。就技术标准打打架，可能还可以把检测中心这种黑洞给拉到太阳底下来曝曝光。标准说实话都是大厂博弈后定的，消费者没啥话语权。但很多时候，检测消费者也依旧说了不算，因为依旧是大厂影响的。你以为第三方检测，他真的是第三方...全文 ,,无,True,无,2023-05-26 12:21,微博网页版,3051,51,182
N2lLLvvL4,https://weibo.cn/comment/N2lLLvvL4?uid=2014433131&rl=0#cmtfrm,"转发理由:赛道唯一今天还行的，昨天蓄力今天续命，还可以  
原始用户: 唐史主任司马迁
转发内容: 汽配只要是入链入对的，最近都筑底了，但别着急，赛道内的东西，先让1-10的走，然后3-10的再发力，氛围会更好些。都是青灯木鱼的守寡钱，晚两天没啥，咱大局为重，指数要见底，是需要赛道的细分领域β修复的。  ",无,,False,无,2023-05-26 11:07,iPhone 14 Pro Max,1558,7,72
N2lxyCCZo,https://weibo.cn/comment/N2lxyCCZo?uid=2014433131&rl=0#cmtfrm,"转发理由:8500亿还在冒着监管风险抱团妖股，少了北上还玩扩散，肯定会引起博弈的。9500亿时再做扩散不迟。这时候做杂毛全是负效应。 唉，实在不行，就全场继续磨时间成本  
原始用户: 唐史主任司马迁
转发内容: 赚钱效应还可以今天，不要搞扩散，不要搞杂毛。反正你杂毛早都剁了，这时候可以去干正标，为啥还干杂毛？合力一下吧。杂毛多了，又崩塌。这话不是和嫩韭说的，这话不是和嫩韭说的，这话不是和嫩韭说的。  ",无,,False,无,2023-05-26 10:32,微博网页版,1675,17,91
N2lscgp7N,https://weibo.cn/comment/N2lscgp7N?uid=2014433131&rl=0#cmtfrm,赚钱效应还可以今天，不要搞扩散，不要搞杂毛。反正你杂毛早都剁了，这时候可以去干正标，为啥还干杂毛？合力一下吧。杂毛多了，又崩塌。这话不是和嫩韭说的，这话不是和嫩韭说的，这话不是和嫩韭说的。  ,,无,True,无,2023-05-26 10:19,微博网页版,2157,25,132
N2kKDtAmp,https://weibo.cn/comment/N2kKDtAmp?uid=2014433131&rl=0#cmtfrm,今天没有北上，港股佛诞日休市。从量上来看，昨天增加到了8500，预计下周月尾效应过了之后，会放大到9000。从市场博弈来看，也很简单，只要超过8500向9000去，抱团成交量较小的妖股做连板的模式，参与者就会减弱。不管是主动规避监管风险，还是被动吃函退出，市场都会向中容量模式过度。这个事件发生或...全文 ,,无,True,无,2023-05-26 08:32,微博网页版,4068,123,304
N2gAFC1Nq,https://weibo.cn/comment/N2gAFC1Nq?uid=2014433131&rl=0#cmtfrm,看英伟达跳涨，很不是滋味。倒不是踏空了的不是滋味，虽然钱不多，也没有杠杆，但还是买了的。不是滋味是自问，为什么这样的公司，在美国。答案只有两个，流动性+人才。花街有全球最好的流动性，硅谷有全球的人才。华人作为东亚最大种群，而东亚种群又有着全球最高的智商，我们并不缺人才基数，...全文 ,,无,True,无,2023-05-25 21:56,微博网页版,6852,0,470
N2eBouG7D,https://weibo.cn/comment/N2eBouG7D?uid=2014433131&rl=0#cmtfrm,虽然这个话说过很多次，真正需要听进去的人也听不进去，但我还是说一遍：不要借钱炒股，尤其借信用卡、小贷等等高息的钱。A股这个地方很公平，你的认识能力+执行能力到位了，你值多少钱，本金再少，复利也能带你到多少钱。时代的因素，只是放大或者加速这个过程而已。而你不值手上的钱，运气再好，...全文 ,,无,True,无,2023-05-25 16:52,iPhone 14 Pro Max,5552,425,487
N2dAMzGs5,https://weibo.cn/comment/N2dAMzGs5?uid=2014433131&rl=0#cmtfrm,这情绪反转，比周星驰试戏的表情变化都快，玩不过玩不过。  ,,无,True,无,2023-05-25 14:18,微博网页版,2931,12,220
N2d6AFk8x,https://weibo.cn/comment/N2d6AFk8x?uid=2014433131&rl=0#cmtfrm,汽配只要是入链入对的，最近都筑底了，但别着急，赛道内的东西，先让1-10的走，然后3-10的再发力，氛围会更好些。都是青灯木鱼的守寡钱，晚两天没啥，咱大局为重，指数要见底，是需要赛道的细分领域β修复的。  ,,无,True,无,2023-05-25 13:04,微博网页版,2522,56,173
N2cstcbUA,https://weibo.cn/comment/N2cstcbUA?uid=2014433131&rl=0#cmtfrm,本来净值还是正的，好嘛，拉证券，指不定今天就要被拉绿了。都2023年了，能不用2015年的招数不，从来都是负反馈啊。  ,,无,True,无,2023-05-25 11:25,微博网页版,2756,9,254
N2c2OuICD,https://weibo.cn/comment/N2c2OuICD?uid=2014433131&rl=0#cmtfrm,AI一博弈，1-10成长逻辑就直接拉升。市场在回归有效，指数不重要了  ,,无,True,无,2023-05-25 10:22,微博网页版,2276,17,129
N2blxv4yE,https://weibo.cn/comment/N2blxv4yE?uid=2014433131&rl=0#cmtfrm,昨天一通轮动，交易量才刚刚过8000亿，能稳在8000以上磨几天也行。指数的问题是，权重在回调，之前生硬炒PB，导致了权重上行过快，现在要回调，自然也会拖累指数下行。不管是AI还是中特估，今年都有复制2014年的炒法，但实际上，资金面根本不支持这种做法，所以A回来杀一波也比较正常。这和其他甩锅的...全文 ,,无,True,无,2023-05-25 08:35,微博网页版,3639,180,262
N25bEjW3b,https://weibo.cn/comment/N25bEjW3b?uid=2014433131&rl=0#cmtfrm,国泰这个事，并不孤立。咱们炒股的早已领教过汇丰之狗，平安虽持股也无可奈何。而当年卖给国航的股份，正是太古让汇丰出让的。国航固然服务态度也一般，但不至于屁股在太古那边，这种事，他和平安一样，插不上手。这几个英资背景的资本，和香港法庭上戴假发的大法官一样，是回归后依旧存在的障碍。...全文 ,,无,True,无,2023-05-24 16:54,iPhone 14 Pro Max,6426,280,459
N23pSyyRc,https://weibo.cn/comment/N23pSyyRc?uid=2014433131&rl=0#cmtfrm,我们经济的问题，其实不在外需。外需虽然有强也有弱，但顺差一直在扩大，这就够了。更多是内需的问题，从依赖房地产的增长结构，切换为高质量发展，是当下内需最大的变化。要回头补短板，要面向未来铸长板。高速增长会在现阶段调整为有质量的中速增长。至于说会不会复苏，悲观主义者会揪住每一个下跌...全文 ,,无,True,无,2023-05-24 12:24,微博网页版,4986,242,515
N22JgyUaZ,https://weibo.cn/comment/N22JgyUaZ?uid=2014433131&rl=0#cmtfrm,不一定今天就是指数的底，但做多的力量开始增强了。买啥各花入各眼，但情绪在好转。  ,,无,True,无,2023-05-24 10:39,微博网页版,3368,32,219
N225MklLR,https://weibo.cn/comment/N225MklLR?uid=2014433131&rl=0#cmtfrm,A股讲故事，结局基本都是你掏出钱ALL IN的时候，戛然而止，然后买单。与之最为相似的，就是仙人跳，你脱完了，大汉也就进来了。  ,,无,True,无,2023-05-24 09:02,微博网页版,4665,121,314
N21Sj2s3w,https://weibo.cn/comment/N21Sj2s3w?uid=2014433131&rl=0#cmtfrm,市场继续缩量调整，昨天只有7600+，如果没有有效反弹，本轮缩量到7000附近也有一定概率。一般跌下来，都会找锅。昨天的锅是一份固收圈关于地方债的专家纪要。按说，做固守的越好，咱们二级流动性越差，反过来，固收不好，咱二级的流动性越好。可只要在下跌，啥都可以成为下跌的理由，这便是A股非理性所...全文 原图 ,http://ww1.sinaimg.cn/large/7811cf6bly1he95afj9d2j20ro0c3tbx.jpg,无,True,无,2023-05-24 08:28,微博网页版,3441,232,275
N1W8dBuQq,https://weibo.cn/comment/N1W8dBuQq?uid=2014433131&rl=0#cmtfrm,"转发理由:走走走，去越南找老王做庄。  
原始用户: 花总丢了金箍棒
转发内容: 出海第一集《摸着老王过河》：老王是个老证券，经历漫长熊市后在47岁“高龄出海”。他的梦想是在越南发展历史上留下自己的名字。他是老江湖，也是热心肠。在中国人们摸着石头过河，在越南人们摸着老王过河。#花总新纪录片出海# 花总丢了金箍棒的微博视频  ",无,,False,无,2023-05-23 17:51,微博网页版,1125,109,55
N1VIyDvVl,https://weibo.cn/comment/N1VIyDvVl?uid=2014433131&rl=0#cmtfrm,"转发理由:转  
原始用户: 微博小秘书
转发内容: 受国家疾病预防控制局委托，北京协和医学院于去年12月连续开展两轮新冠感染调查，为国家防控决策提供了参考信息。为了解近期新冠流行情况及“二阳”感染，收集数据，全面观察流行病症等情况，希望继续通过问卷形式进行总结。因此北京协和医学院将继续在5月23日12:00--5月30日12:00，开展...全文 ",无,,False,无,2023-05-23 16:48,iPhone 14 Pro Max,729,52,81
N1VxRmpjS,https://weibo.cn/comment/N1VxRmpjS?uid=2014433131&rl=0#cmtfrm,下行周期，越是接近触底的时候，宏观分析师悲观很正常啊，悲观是他们本色出演的必备曲目。连增速8%的时候，都悲观，何况增速5%。哦，不，联合国好像刚刚调到5%+了。地方债不好？你回答我，地方债啥时候好过。上行期讨论这种问题，会直接被人打断的——内债不算债你不懂吗？然后突然地方债导致悲观了...全文 ,,无,True,无,2023-05-23 16:21,微博网页版,4204,101,365
N1TlvCm1z,https://weibo.cn/comment/N1TlvCm1z?uid=2014433131&rl=0#cmtfrm,熬盘时间，熬着等信号。亏不了多少钱，但持仓一多半绿的，熬得很屈辱，浑身上下一股韭味。  ,,无,True,无,2023-05-23 10:46,微博网页版,4273,53,503
N1SwH4e5v,https://weibo.cn/comment/N1SwH4e5v?uid=2014433131&rl=0#cmtfrm,关于交流的问题，扯五毛钱。首先是因为监管的要求，我不明码，不想给自己惹来不必要的麻烦。更多是从市场和行业两个角度，聊聊在思考的问题，也希望得到一些有效反馈。但不明码，也会带来别的锅。比如你表达看好某个细分行业的一些变化，那么一些阅读理解能力很差的人，只会看到“看好某个细分行业”...全文 ,,无,True,无,2023-05-23 08:40,微博网页版,5322,0,620
N1SnIDh5P,https://weibo.cn/comment/N1SnIDh5P?uid=2014433131&rl=0#cmtfrm,市场在继续缩量，昨天不到8000亿。从纯交易的角度看，在AI和“中特估”回调之后，因为套牢盘和获利离场的因素，导致市场进入不应期。市场并不缺钱，但亏钱效应上升和盈利预期过高之间的矛盾，难以调和，还需要时间来磨合调试。每每这种缩量调整的时候，只要中国的投资环境没有变化，外资就会开始买。...全文 ,,无,True,无,2023-05-23 08:18,微博网页版,3436,163,237
N1M9ZC0NZ,https://weibo.cn/comment/N1M9ZC0NZ?uid=2014433131&rl=0#cmtfrm,去看医生，医生说你们这行就没好人。我说咋说，他说上周120拉来的是做期货的，周日值班来的也是金融口的，至于你这种都算小毛病了。我看了看商品期货，觉得受到了极大安慰。“算小毛病”也听进去了。这按摩功力，对得起这收费标准。  ,,无,True,无,2023-05-22 16:28,iPhone 14 Pro Max,3077,36,226
N1Lm92YiZ,https://weibo.cn/comment/N1Lm92YiZ?uid=2014433131&rl=0#cmtfrm,今天维护指数的都是外资比较青睐的品种，第一重预期是汇率稳定且处于低位，外部环境改善，外资买入。第二重预期是内资预判外资买入而先买入。第三重预期是量化预期内资蹲守外资，而率先建仓反正北向在流入之前，这种你知道我知道你知道我知道的套娃逻辑，就不会被证伪。  ,,无,True,无,2023-05-22 14:25,微博网页版,2399,30,135
N1Kjbvzbs,https://weibo.cn/comment/N1Kjbvzbs?uid=2014433131&rl=0#cmtfrm,最近也慢慢感觉到，很多信息差很大的人来找我聊某个小作文，如果关系好，还会有耐心和他掰扯五分钟。如果关系不好，也就懒得讲了。回顾以往，总去找老哥们掰扯，然后他们不耐烦了，就说，你听我的就行。还好，一般我都会基于信任去听，而不是基于自我膨胀不听，这样少亏了好多钱。自主思考很重要，...全文 ,,无,True,无,2023-05-22 11:45,微博网页版,3042,25,173
N1J0D6fww,https://weibo.cn/comment/N1J0D6fww?uid=2014433131&rl=0#cmtfrm,5月底到6月中旬，是做多窗口。把AI和中特估两个词汇从眼前删除掉，就能看到很多底部机会，和正在酝酿主升的结构。优选行业、优选企业，优先选中报能看到正反馈的企业，这样能一口气涨到三季报。  ,,无,True,无,2023-05-22 08:27,微博网页版,4240,205,271
N1IXquIWG,https://weibo.cn/comment/N1IXquIWG?uid=2014433131&rl=0#cmtfrm,"转发理由:美光审查未通过+长存长鑫扩产，这个强化上周就开始上涨的存储；消电方面LED产商陆续调价，这个强化上周开始的DDIC；G7不再以脱钩为目的，强化主设备引入逻辑；加上上周的AI延伸到边缘+AIOT，今天半导体方向比较热闹，不缺催化，但是千万不要开太高，高开不是好事。  
原始用户: 唐史主任司马迁
转发内容: 周末几个重要事件都落地了，G7在一些他们长期乱哔哔的领域，还是干涉了咱们的内政，外交部也有明确的回应。至于产业政策方向，后续估计会以“保障自身供应链安全”作为说辞来试试他们的双标操作，说得比唱的好听，无意阻碍中国的发展，然后拉帮结派搞去中国化。在关键行业比如半导体领域，没有看到显著...全文 ",无,,False,无,2023-05-22 08:19,微博网页版,2119,55,123
N1DS6cn07,https://weibo.cn/comment/N1DS6cn07?uid=2014433131&rl=0#cmtfrm,老B灯决定给乌克兰F16，然后凯子阴文给了钱的F16没发货，说是没零件。嗯，合着阴文阿姨给老B灯打钱，然后飞机给了演员。真荒诞。如果F16被大毛射火鸡，数据链能拿来给咱们升级歼10C战法，那也行。  ,,无,True,无,2023-05-21 19:22,微博网页版,3205,30,223
N1D46sre9,https://weibo.cn/comment/N1D46sre9?uid=2014433131&rl=0#cmtfrm,你约妹子，不要直接约。你跟她说夏天头皮容易痒，你要洗个头。然后说洗完很舒服，楼下洗的，花了30。那么这个时候她就想洗头了，你给她叫个上门的洗了。然后头都洗了，再叫她出门就容易了。夏天了，吃个小烧烤总可以的。她怕头白洗了，你说那是轻奢烧烤店，没烟火，调酒师很酷，烤馒头片+鹅肝酱很...全文 ,,无,True,无,2023-05-21 17:19,微博网页版,8990,272,527
N1CSPC3Qp,https://weibo.cn/comment/N1CSPC3Qp?uid=2014433131&rl=0#cmtfrm,周末几个重要事件都落地了，G7在一些他们长期乱哔哔的领域，还是干涉了咱们的内政，外交部也有明确的回应。至于产业政策方向，后续估计会以“保障自身供应链安全”作为说辞来试试他们的双标操作，说得比唱的好听，无意阻碍中国的发展，然后拉帮结派搞去中国化。在关键行业比如半导体领域，没有看到显著...全文 ,,无,True,无,2023-05-21 16:51,微博网页版,3716,192,237
N1sWkbnEL,https://weibo.cn/comment/N1sWkbnEL?uid=2014433131&rl=0#cmtfrm,复盘了一下自己最近的交易，最大的错误在于：锁定一个确定性收益时，往往会嫌弃这个确定性不够多，想调整到弹性更大的地方去。结果半数以上是过山车或者调崩了。其实这个错误2017也犯过，当时选50个票，觉得弹性不够，把其中20换成有弹性的，结果一年后这些增加弹性的基本都向下弹。复利主要来自确...全文 ,,无,True,无,2023-05-20 15:32,iPhone 14 Pro Max,3765,236,342
N1m0Ak5MO,https://weibo.cn/comment/N1m0Ak5MO?uid=2014433131&rl=0#cmtfrm,"转发理由:花总，你居然还不去剪片子？//@花总:好那我也路过一下//@sunwear:才17转发吗，我来凑个热闹。 查看图片  
原始用户: 豆豆酱_怼怼版
转发内容: 投稿:我们这有个飞行员在女厕所偷拍乘务，昨天被公司乘务抓了现行。但是公司要保飞行，这事直接不了了之了。 豆豆酱_怼怼版的微博视频  ",https://ww3.sinaimg.cn/bmiddle/6f38c2ebly1he3ysg5q2xj20u01b5tc8.jpg,,False,无,2023-05-19 21:53,iPhone 14 Pro Max,1024,236,115
N1kE3tcxY,https://weibo.cn/comment/N1kE3tcxY?uid=2014433131&rl=0#cmtfrm,"转发理由:先正达提交主板IPO，谢谢大哥，大哥就应该去大庙  
原始用户: 唐史主任司马迁
转发内容: IPO方面，先正达由于技术性问题，先缓缓。其实从交易角度看我个人觉得先正达应该去主板。小六千亿的市值，如果进科创板，势必会导致权重占比过大，尤其纳入各式细分指数后，对应的ETF会很尴尬，类似创业板很长一段时间内，权重是养猪的。之前科创板也调整了几个汽车的IPO，虽然种子也很重要，属于自主...全文 ",无,,False,无,2023-05-19 18:25,iPhone 14 Pro Max,1661,28,86
N1ksiaG0f,https://weibo.cn/comment/N1ksiaG0f?uid=2014433131&rl=0#cmtfrm,央行：要自觉维护外汇市场的基本稳定 坚决抑制汇率大起大落  原图 ,http://ww4.sinaimg.cn/large/7811cf6bly1he3ucqnmw0j21t00u0wjk.jpg,无,True,无,2023-05-19 17:56,iPhone 14 Pro Max,2387,37,157
N1jicxJl4,https://weibo.cn/comment/N1jicxJl4?uid=2014433131&rl=0#cmtfrm,这周还行，下周交易量大概率会恢复一些了。周末愉快  ,,无,True,无,2023-05-19 14:59,微博网页版,2867,7,255
